id,title,url,transcript_path,has_transcript,source,error
jjp3WC8Unj8,What happens if you drop 0.125 grams of antimatter?,https://www.youtube.com/watch?v=jjp3WC8Unj8,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/jjp3WC8Unj8.txt,True,yt-dlp,
YSJY3DvnybE,The Secret Spy Tech Inside Every Credit Card,https://www.youtube.com/watch?v=YSJY3DvnybE,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/YSJY3DvnybE.txt,True,yt-dlp,
9szhjhO9epA,We Made A Giant Zipper To Explain How It Works,https://www.youtube.com/watch?v=9szhjhO9epA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/9szhjhO9epA.txt,True,yt-dlp,
Ol18JoeXlVI,This Paradox Splits Smart People 50/50,https://www.youtube.com/watch?v=Ol18JoeXlVI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Ol18JoeXlVI.txt,True,yt-dlp,
aoag03mSuXQ,The Internet Was Weeks Away From Disaster And No One Knew,https://www.youtube.com/watch?v=aoag03mSuXQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/aoag03mSuXQ.txt,True,yt-dlp,
cMx139eTxoc,The asbestos problem is worse than we thought,https://www.youtube.com/watch?v=cMx139eTxoc,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/cMx139eTxoc.txt,True,yt-dlp,
6HVYHNTDOFs,Why Cold Drinks Were Deadly Before 1914,https://www.youtube.com/watch?v=6HVYHNTDOFs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/6HVYHNTDOFs.txt,True,yt-dlp,
XKSjCOKDtpk,The Tiny Donut That Proved We Still Don't Understand Magnetism,https://www.youtube.com/watch?v=XKSjCOKDtpk,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/XKSjCOKDtpk.txt,True,yt-dlp,
P-4pbFcERnk,What Happens If You Keep Slowing Down?,https://www.youtube.com/watch?v=P-4pbFcERnk,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/P-4pbFcERnk.txt,True,yt-dlp,
MiUHjLxm3V0,The World's Most Important Machine,https://www.youtube.com/watch?v=MiUHjLxm3V0,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/MiUHjLxm3V0.txt,True,yt-dlp,
piHGnG4LsmQ,The Future of Veritasium,https://www.youtube.com/watch?v=piHGnG4LsmQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/piHGnG4LsmQ.txt,True,yt-dlp,
NIk_0AW5hFU,There Is Something Faster Than Light,https://www.youtube.com/watch?v=NIk_0AW5hFU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/NIk_0AW5hFU.txt,True,yt-dlp,
Y-W-w8yNiKU,Why is there antimatter?,https://www.youtube.com/watch?v=Y-W-w8yNiKU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Y-W-w8yNiKU.txt,True,yt-dlp,
HBluLfX2F_k,You've (Likely) Been Playing The Game Of Life Wrong,https://www.youtube.com/watch?v=HBluLfX2F_k,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/HBluLfX2F_k.txt,True,yt-dlp,
QtxVdC7pBQM,The Ridiculous Engineering Of Jet Engines,https://www.youtube.com/watch?v=QtxVdC7pBQM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/QtxVdC7pBQM.txt,True,yt-dlp,
9M_QK4stCJU,Why People Are So Confident When They're Wrong,https://www.youtube.com/watch?v=9M_QK4stCJU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/9M_QK4stCJU.txt,True,yt-dlp,
XX7PdJIGiCw,The Most Controversial Idea In Biology,https://www.youtube.com/watch?v=XX7PdJIGiCw,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/XX7PdJIGiCw.txt,True,yt-dlp,
CYlon2tvywA,Can you really reach anyone in 6 steps?,https://www.youtube.com/watch?v=CYlon2tvywA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/CYlon2tvywA.txt,True,yt-dlp,
onr80iOoEXs,Alfred Nobel: The Man Who Fooled The World,https://www.youtube.com/watch?v=onr80iOoEXs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/onr80iOoEXs.txt,True,yt-dlp,
tZ8ehplVFp4,Why Do Escalator Steps Have Teeth?,https://www.youtube.com/watch?v=tZ8ehplVFp4,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/tZ8ehplVFp4.txt,True,yt-dlp,
CxVXvFOPIyQ,Why Farmers Can't Legally Replant Their Own Seeds,https://www.youtube.com/watch?v=CxVXvFOPIyQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/CxVXvFOPIyQ.txt,True,yt-dlp,
AFXLZ7FEJc4,This is the natural disaster to worry about,https://www.youtube.com/watch?v=AFXLZ7FEJc4,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/AFXLZ7FEJc4.txt,True,yt-dlp,
AGglJehON5g,The Perfect Battery Material Is Dangerous,https://www.youtube.com/watch?v=AGglJehON5g,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/AGglJehON5g.txt,True,yt-dlp,
KZeIEiBrT_w,The Strange Math That Predicts (Almost) Anything,https://www.youtube.com/watch?v=KZeIEiBrT_w,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/KZeIEiBrT_w.txt,True,yt-dlp,
-QTkPfq7w1A,This mechanism shrinks when pulled,https://www.youtube.com/watch?v=-QTkPfq7w1A,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/-QTkPfq7w1A.txt,True,yt-dlp,
x32Zq-XvID4,The Obviously True Theorem No One Can Prove,https://www.youtube.com/watch?v=x32Zq-XvID4,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/x32Zq-XvID4.txt,True,yt-dlp,
J3i3F2e4IYs,The Biggest Misconception in Football (ft. Tom Brady),https://www.youtube.com/watch?v=J3i3F2e4IYs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/J3i3F2e4IYs.txt,True,yt-dlp,
SC2eSujzrUY,How One Company Secretly Poisoned The Planet,https://www.youtube.com/watch?v=SC2eSujzrUY,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/SC2eSujzrUY.txt,True,yt-dlp,
Q56PMJbCFXQ,How A Student's Question Saved This NYC Skyscraper,https://www.youtube.com/watch?v=Q56PMJbCFXQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Q56PMJbCFXQ.txt,True,yt-dlp,
lcjdwSY2AzM,The Biggest Misconception in Physics,https://www.youtube.com/watch?v=lcjdwSY2AzM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/lcjdwSY2AzM.txt,True,yt-dlp,
_cr46G2K5Fo,The Most Controversial Idea In Math,https://www.youtube.com/watch?v=_cr46G2K5Fo,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/_cr46G2K5Fo.txt,True,yt-dlp,
20vUNgRdB4o,"How this helicopter survived 1004 days on Mars, then disappeared...",https://www.youtube.com/watch?v=20vUNgRdB4o,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/20vUNgRdB4o.txt,True,yt-dlp,
qJZ1Ez28C-A,The Strangest Implication of Quantum Mechanics,https://www.youtube.com/watch?v=qJZ1Ez28C-A,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/qJZ1Ez28C-A.txt,True,yt-dlp,
dFVrncgIvos,The Blender Question Everyone Gets Wrong,https://www.youtube.com/watch?v=dFVrncgIvos,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/dFVrncgIvos.txt,True,yt-dlp,
P_fHJIYENdI,AlphaFold - The Most Useful Thing AI Has Ever Done,https://www.youtube.com/watch?v=P_fHJIYENdI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/P_fHJIYENdI.txt,True,yt-dlp,
88bMVbx1dzM,Can You Keep Zooming In Infinitely?,https://www.youtube.com/watch?v=88bMVbx1dzM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/88bMVbx1dzM.txt,True,yt-dlp,
Ni82f1-cAXg,Why Super Glue Is Perfect For Gluing Skin,https://www.youtube.com/watch?v=Ni82f1-cAXg,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Ni82f1-cAXg.txt,True,yt-dlp,
H6q6pYZ9Fho,Why Is MIT Making Robot Insects?,https://www.youtube.com/watch?v=H6q6pYZ9Fho,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/H6q6pYZ9Fho.txt,True,yt-dlp,
Rdj5-6t6QI8,Why Don’t Railroads Need Expansion Joints?,https://www.youtube.com/watch?v=Rdj5-6t6QI8,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Rdj5-6t6QI8.txt,True,yt-dlp,
zaXKQ70q4KQ,The Man Who Took LSD and Changed The World,https://www.youtube.com/watch?v=zaXKQ70q4KQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/zaXKQ70q4KQ.txt,True,yt-dlp,
rjXZzB5bUAo,"This Is the Oldest, Weirdest Instrument On Earth",https://www.youtube.com/watch?v=rjXZzB5bUAo,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/rjXZzB5bUAo.txt,True,yt-dlp,
IFaAjR_RRJs,34 Years Of Strandbeest Evolution,https://www.youtube.com/watch?v=IFaAjR_RRJs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/IFaAjR_RRJs.txt,True,yt-dlp,
24GfgNtnjXc,What They (Probably) Don't Teach You About Rainbows At School,https://www.youtube.com/watch?v=24GfgNtnjXc,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/24GfgNtnjXc.txt,True,yt-dlp,
zTDFhWWPZ4Q,What Actually Happened To Amelia Earhart?,https://www.youtube.com/watch?v=zTDFhWWPZ4Q,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/zTDFhWWPZ4Q.txt,True,yt-dlp,
2oDXbFcHliM,The Most Important Material Ever Made,https://www.youtube.com/watch?v=2oDXbFcHliM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/2oDXbFcHliM.txt,True,yt-dlp,
zB_OApdxcno,"On These Math Problems, Smarter People Do Worse",https://www.youtube.com/watch?v=zB_OApdxcno,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/zB_OApdxcno.txt,True,yt-dlp,
Q10_srZ-pbs,The Closest We’ve Come to a Theory of Everything,https://www.youtube.com/watch?v=Q10_srZ-pbs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Q10_srZ-pbs.txt,True,yt-dlp,
DJO_9auJhJQ,"We Might Find Alien Life In 1,725 Days",https://www.youtube.com/watch?v=DJO_9auJhJQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/DJO_9auJhJQ.txt,True,yt-dlp,
cUBz04LlLVk,"People said this experiment was impossible, so we tested it",https://www.youtube.com/watch?v=cUBz04LlLVk,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/cUBz04LlLVk.txt,True,yt-dlp,
w5ebcowAJD8,I built a QR code with my bare hands to see how it works,https://www.youtube.com/watch?v=w5ebcowAJD8,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/w5ebcowAJD8.txt,True,yt-dlp,
wVyu7NB7W6Y,Exposing The Flaw In Our Phone System,https://www.youtube.com/watch?v=wVyu7NB7W6Y,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/wVyu7NB7W6Y.txt,True,yt-dlp,
vjDYfvPW4mA,What Everyone Gets Wrong About Planes,https://www.youtube.com/watch?v=vjDYfvPW4mA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/vjDYfvPW4mA.txt,True,yt-dlp,
qf7ws2DF-zk,Why Democracy Is Mathematically Impossible,https://www.youtube.com/watch?v=qf7ws2DF-zk,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/qf7ws2DF-zk.txt,True,yt-dlp,
Sn07AMCfaAI,These Illusions Fool Almost Everyone,https://www.youtube.com/watch?v=Sn07AMCfaAI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Sn07AMCfaAI.txt,True,yt-dlp,
eLVAMG_3fLg,The Real Reason Robots Shouldn’t Look Like Humans | Supercut,https://www.youtube.com/watch?v=eLVAMG_3fLg,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/eLVAMG_3fLg.txt,True,yt-dlp,
v4r71kEdYME,Why People Prefer More Pain,https://www.youtube.com/watch?v=v4r71kEdYME,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/v4r71kEdYME.txt,True,yt-dlp,
nfAqTSjMBJk,What Jumping Spiders Teach Us About Color,https://www.youtube.com/watch?v=nfAqTSjMBJk,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/nfAqTSjMBJk.txt,True,yt-dlp,
Zce-V0YVzeI,The Terrifying Real Science Of Avalanches,https://www.youtube.com/watch?v=Zce-V0YVzeI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Zce-V0YVzeI.txt,True,yt-dlp,
6akmv1bsz1M,Something Strange Happens When You Follow Einstein's Math,https://www.youtube.com/watch?v=6akmv1bsz1M,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/6akmv1bsz1M.txt,True,yt-dlp,
d6iQrh2TK98,Why is this number everywhere?,https://www.youtube.com/watch?v=d6iQrh2TK98,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/d6iQrh2TK98.txt,True,yt-dlp,
Tt6WQYtefXA,How Japanese Masters Turn Sand Into Swords,https://www.youtube.com/watch?v=Tt6WQYtefXA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Tt6WQYtefXA.txt,True,yt-dlp,
Zrv1EDIqHkY,The Oldest Unsolved Problem in Math,https://www.youtube.com/watch?v=Zrv1EDIqHkY,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Zrv1EDIqHkY.txt,True,yt-dlp,
A5w-dEgIU1M,The Equation That Beat Wall Street,https://www.youtube.com/watch?v=A5w-dEgIU1M,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/A5w-dEgIU1M.txt,True,yt-dlp,
AF8d72mA41M,Why It Was Almost Impossible to Make the Blue LED,https://www.youtube.com/watch?v=AF8d72mA41M,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/AF8d72mA41M.txt,True,yt-dlp,
lGJEihgN4OU,The Rainiest Place On Earth,https://www.youtube.com/watch?v=lGJEihgN4OU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/lGJEihgN4OU.txt,True,yt-dlp,
fG8SwAFQFuU,Do people understand the scale of the universe?,https://www.youtube.com/watch?v=fG8SwAFQFuU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/fG8SwAFQFuU.txt,True,yt-dlp,
mScpHTIi-kM,This game theory problem will change the way you see the world,https://www.youtube.com/watch?v=mScpHTIi-kM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/mScpHTIi-kM.txt,True,yt-dlp,
Q51-gLL_MRM,How To Earthquake-Proof A House,https://www.youtube.com/watch?v=Q51-gLL_MRM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Q51-gLL_MRM.txt,True,yt-dlp,
FUHkTs-Ipfg,The SAT Question Everyone Got Wrong,https://www.youtube.com/watch?v=FUHkTs-Ipfg,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/FUHkTs-Ipfg.txt,True,yt-dlp,
RQYuyHNLPTQ,You (likely) don't understand how a sewing machine works,https://www.youtube.com/watch?v=RQYuyHNLPTQ,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/RQYuyHNLPTQ.txt,True,yt-dlp,
vSQjk9jKarg,What is the secret of a good life? Lessons from the longest study on happiness,https://www.youtube.com/watch?v=vSQjk9jKarg,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/vSQjk9jKarg.txt,True,yt-dlp,
UAeJHAFjwPM,How Do Night Vision Goggles Work?,https://www.youtube.com/watch?v=UAeJHAFjwPM,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/UAeJHAFjwPM.txt,True,yt-dlp,
czjisEGe5Cw,The Problem With Science Communication,https://www.youtube.com/watch?v=czjisEGe5Cw,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/czjisEGe5Cw.txt,True,yt-dlp,
lFlu60qs7_4,How One Line in the Oldest Math Text Hinted at Hidden Universes,https://www.youtube.com/watch?v=lFlu60qs7_4,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/lFlu60qs7_4.txt,True,yt-dlp,
QQkmJI63ykI,The Man Who Killed Millions and Saved Billions (Clean Version),https://www.youtube.com/watch?v=QQkmJI63ykI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/QQkmJI63ykI.txt,True,yt-dlp,
Is2Lip1cJUc,Pushing The Limits Of Extreme Breath-Holding,https://www.youtube.com/watch?v=Is2Lip1cJUc,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Is2Lip1cJUc.txt,True,yt-dlp,
ILgSesWMUEI,How Humanity Almost Destroyed Itself,https://www.youtube.com/watch?v=ILgSesWMUEI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/ILgSesWMUEI.txt,True,yt-dlp,
8DBhTXM_Br4,The Insane Math Of Knot Theory,https://www.youtube.com/watch?v=8DBhTXM_Br4,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/8DBhTXM_Br4.txt,True,yt-dlp,
ZjBgEkbnX2I,Why Airships Might Make A Comeback,https://www.youtube.com/watch?v=ZjBgEkbnX2I,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/ZjBgEkbnX2I.txt,True,yt-dlp,
FkKPsLxgpuY,I took an IQ test to explain what's wrong with them,https://www.youtube.com/watch?v=FkKPsLxgpuY,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/FkKPsLxgpuY.txt,True,yt-dlp,
Xzv84ZdtlE0,The Man Who Gave us the Power To Destroy Ourselves (Oppenheimer),https://www.youtube.com/watch?v=Xzv84ZdtlE0,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/Xzv84ZdtlE0.txt,True,yt-dlp,
lfkjm2YRG-Q,The Hidden Science of Fireworks,https://www.youtube.com/watch?v=lfkjm2YRG-Q,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/lfkjm2YRG-Q.txt,True,yt-dlp,
DxL2HoqLbyA,The Most Misunderstood Concept in Physics,https://www.youtube.com/watch?v=DxL2HoqLbyA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/DxL2HoqLbyA.txt,True,yt-dlp,
6bgNm9l_3qU,I Vacuum Venom from the World's Deadliest Spider,https://www.youtube.com/watch?v=6bgNm9l_3qU,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/6bgNm9l_3qU.txt,True,yt-dlp,
tRaq4aYPzCc,What happens if you just keep squaring?,https://www.youtube.com/watch?v=tRaq4aYPzCc,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/tRaq4aYPzCc.txt,True,yt-dlp,
ZMQbHMgK2rw,The Fastest Maze-Solving Competition On Earth,https://www.youtube.com/watch?v=ZMQbHMgK2rw,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/ZMQbHMgK2rw.txt,True,yt-dlp,
FU_YFpfDqqA,Why The First Computers Were Made Out Of Light Bulbs,https://www.youtube.com/watch?v=FU_YFpfDqqA,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/FU_YFpfDqqA.txt,True,yt-dlp,
vSNtifE0Z2Q,How NASA Made The Indestructible Wheel,https://www.youtube.com/watch?v=vSNtifE0Z2Q,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/vSNtifE0Z2Q.txt,True,yt-dlp,
rWVAzS5duAs,I got buried in concrete to explain how it works,https://www.youtube.com/watch?v=rWVAzS5duAs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/rWVAzS5duAs.txt,True,yt-dlp,
-UrdExQW0cs,What makes quantum computers SO powerful?,https://www.youtube.com/watch?v=-UrdExQW0cs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/-UrdExQW0cs.txt,True,yt-dlp,
g0amdIcZt5I,World's Strongest Magnet!,https://www.youtube.com/watch?v=g0amdIcZt5I,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/g0amdIcZt5I.txt,True,yt-dlp,
XeSu9fBJ2sI,The Most Controversial Problem in Philosophy,https://www.youtube.com/watch?v=XeSu9fBJ2sI,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/XeSu9fBJ2sI.txt,True,yt-dlp,
vS0TuIPoeBs,The Stickiest *Non-Sticky* Substance,https://www.youtube.com/watch?v=vS0TuIPoeBs,/Users/bear/Documents/CoWork/bear-textbooks/books/claude-for-physics/youtube-transcripts/veritasium/transcripts/vS0TuIPoeBs.txt,True,yt-dlp,
